what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1271243652606
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1271243658441
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1271243685443
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1271244382136
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271244389796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271244433109
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1271244433307
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1271244433382
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271244445211
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271244445320
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271244457499
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271244457599
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1271244465643
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271244470619
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271244470721
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1271244473350
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271244475735
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271244475816
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1271244479109
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1271244528859
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1271244533261
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1271244535409
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1271244555479
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271245702277
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271245731210
